sample_id	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)
sample_22	243783	199433	192069	134	0.0006778	1.84	f	13	Artiodactyla	Cervidae	Cervus_elaphus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	137	0.0009617	1.95	f	22	Primates	Pitheciidae	Cacajao_melanocephalus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	137	0.003633	10.6	f	50	Carnivora	Procyonidae	Nasua_nasua	best	1	0.02	1	1	203	1	203	0.01	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	1382	0.002367	5.45	f	157	Artiodactyla	Bovidae	Bos_javanicus	best	101	0.6433	13	7.7692	1988	12	1790	0.14	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	13869	0.1096	330	f	49223	Carnivora	Canidae	Canis_lupus_familiaris	fixed	47320	0.9613	5874	8.0558	16696	-	-	70.12	-	10	49	0.5 (0.2,1.2)	0.3 (0.1,0.7)	0.0 (0.0,84.2)	0.0 (0.0,84.2)
sample_22	243783	199433	192069	145	0.001984	9.7	f	167	Rodentia	Anomaluridae	Anomalurus_derbianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	153	0.003437	74.5	f	331	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	155	0.00158	5.34	f	44	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	167	0.00249	2.32	f	22	Carnivora	Otariidae	Arctocephalus_pusillus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	193	0.0009745	2.79	f	34	Primates	Cheirogaleidae	Microcebus_mittermeieri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	212	0.002833	88.4	f	1047	Carnivora	Viverridae	Paguma_larvata	best	7	0.0066	5	1.4	106	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	218	0.003116	68.5	f	1726	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	243	0.001547	11.4	f	73	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	258	0.0008035	4.31	f	31	Chiroptera	Pteropodidae	Rousettus_madagascariensis	best	1	0.0322	1	1	187	1	187	0.01	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	278	0.001215	5.53	f	86	Rodentia	Echimyidae	Proechimys_goeldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	279	0.003012	3.38	f	57	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	323	0.0009182	97.8	f	1444	Eulipotyphla	Soricidae	Sorex_gracillimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	336	0.001523	7.99	f	458	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	349	0.005226	5.85	f	61	Primates	Hylobatidae	Hylobates_agilis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	376	0.00187	3.23	f	84	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	381	0.0006427	2.81	f	42	Rodentia	Cricetidae	Microtus_ochrogaster	best	1	0.0238	1	1	155	1	155	0.01	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	383	0.00323	76.4	f	3538	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	4	0.0011	4	1	101	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	3988	0.08599	12.3	f	693	Artiodactyla	Suidae	Sus_scrofa	fixed	661	0.9538	78	8.4743	8354	-	-	0.93	-	0	4	0.0 (0.0,18.5)	0.0 (0.0,13.7)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	409	0.00107	3.76	f	192	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	425	0.0009278	5.73	f	177	Chiroptera	Vespertilionidae	Myotis_brandtii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	437	0.000781	2.38	f	13	Rodentia	Sciuridae	Tamiops_maritimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	438	0.000462	4.54	f	56	Rodentia	Muridae	Apodemus_peninsulae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	440	0.004862	7.07	f	207	Carnivora	Phocidae	Lobodon_carcinophaga	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_22	243783	199433	192069	969	0.003677	73.1	f	6634	Carnivora	Mustelidae	Martes_zibellina	best	1	0.0001	1	1	36	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	1051	0.02266	8.04	f	155	Artiodactyla	Suidae	Sus_scrofa	fixed	103	0.6645	13	7.923	2257	-	-	0.11	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	1256	0.00238	6.04	f	113	Primates	Cercopithecidae	Macaca_sylvanus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	131	0.002175	7.6	f	70	Scandentia	Tupaiidae	Tupaia_belangeri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	132	0.001421	2.05	f	22	Artiodactyla	Delphinidae	Orcinus_orca	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	1330	0.005047	126	f	17067	Carnivora	Mustelidae	Mustela_kathiah	best	2	0.0001	2	1	45	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	1333	0.002283	6.09	f	174	Artiodactyla	Bovidae	Bos_primigenius	best	80	0.4597	9	8.8888	1552	8	1365	0.07	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	13865	0.1948	299	f	38250	Primates	Hominidae	Homo_sapiens	fixed	36606	0.957	2612	14.0145	16569	-	-	23.22	-	3	15	0.5 (0.1,1.5)	0.0 (0.0,0.6)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	146	0.001462	2.91	f	33	Didelphimorphia	Didelphidae	Didelphis_aurita	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	147	0.001936	4.57	f	42	Lagomorpha	Ochotonidae	Ochotona_koslowi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	155	0.00275	6.06	f	71	Primates	Indriidae	Propithecus_diadema	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	157	0.001145	1.89	f	4	Rodentia	Spalacidae	Rhizomys_sumatrensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	15897	0.1256	528	f	92083	Carnivora	Canidae	Canis_lupus_familiaris	fixed	88771	0.964	8608	10.3126	16722	-	-	76.54	-	25	62	0.8 (0.4,1.3)	0.6 (0.3,1.0)	0.0 (0.0,97.5)	0.0 (0.0,60.2)
sample_23	399031	349536	333199	160	0.004243	28.2	f	264	Carnivora	Procyonidae	Nasua_nasua	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	163	0.001144	2.47	f	12	Primates	Pitheciidae	Plecturocebus_miltoni	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	164	0.0009731	3.76	f	37	Primates	Lepilemuridae	Lepilemur_leucopus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	166	0.003729	146	f	1335	Macroscelidea	Macroscelididae	Elephantulus_edwardii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	170	0.003314	4.11	f	48	Carnivora	Eupleridae	Eupleres_goudotii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	178	0.002654	4.43	f	61	Carnivora	Otariidae	Arctocephalus_townsendi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	181	0.005399	26.9	f	250	Carnivora	Hyaenidae	Proteles_cristata	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	192	0.001957	7.61	f	97	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	198	0.002709	17.3	f	367	Rodentia	Anomaluridae	Anomalurus_derbianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	205	0.002237	183	f	2808	Rodentia	Dipodidae	Stylodipus_telum	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	211	0.001065	2.78	f	22	Primates	Cheirogaleidae	Microcebus_mittermeieri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	222	0.004754	26.9	f	256	Perissodactyla	Equidae	Equus_asinus	best	5	0.0195	4	1.25	65	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	236	0.003374	85.6	f	2259	Primates	Lemuridae	Eulemur_rubriventer	best	1	0.0004	1	1	48	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	264	0.001681	5.08	f	56	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	274	0.003526	7.65	f	210	Carnivora	Herpestidae	Suricata_suricatta	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	341	0.00149	17.7	f	608	Rodentia	Echimyidae	Proechimys_goeldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	361	0.004823	96.6	f	2662	Carnivora	Viverridae	Genetta_servalina	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	399	0.004308	5.43	f	108	Carnivora	Ursidae	Ursus_spelaeus	best	2	0.0185	2	1	186	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	411	0.00128	4.98	f	73	Chiroptera	Pteropodidae	Rousettus_leschenaultii	best	1	0.0136	1	1	104	1	104	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	435	0.003669	158	f	6386	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	3	0.0004	3	1	101	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	442	0.006619	3.61	f	32	Primates	Hylobatidae	Hylobates_lar	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	449	0.001276	41.6	f	1092	Eulipotyphla	Soricidae	Crocidura_shantungensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	466	0.0007861	2.61	f	63	Rodentia	Cricetidae	Microtus_cabrerae	best	2	0.0317	2	1	153	2	153	0.01	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	494	0.002239	6.71	f	521	Primates	Cebidae	Leontopithecus_rosalia	best	4	0.0076	1	4	199	1	199	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	494	0.005459	15.6	f	711	Carnivora	Phocidae	Hydrurga_leptonyx	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	523	0.001142	5.77	f	112	Chiroptera	Vespertilionidae	Myotis_brandtii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	575	0.002859	5.93	f	201	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	662	0.001732	4.12	f	271	Chiroptera	Phyllostomidae	Lophostoma_silvicolum	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	722	0.00129	2.82	f	67	Rodentia	Sciuridae	Tamias_sibiricus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_23	399031	349536	333199	761	0.0008026	3.54	f	36	Rodentia	Muridae	Hylomyscus_alleni	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	129	0.001765	9.17	f	271	Rodentia	Anomaluridae	Anomalurus_derbianus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	13612	0.1076	345	f	53158	Carnivora	Canidae	Canis_lupus_familiaris	fixed	51018	0.9597	4878	10.4587	16677	-	-	58.01	-	12	48	0.9 (0.4,1.7)	0.3 (0.1,0.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)
sample_24	339386	263265	243542	137	0.003633	9.72	f	42	Carnivora	Procyonidae	Nasua_nasua	best	1	0.0238	1	1	151	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	138	0.002058	2.4	f	5	Carnivora	Otariidae	Arctocephalus_townsendi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	140	0.0007069	1.81	f	12	Primates	Cheirogaleidae	Microcebus_mittermeieri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	14265	0.2004	410	f	54800	Primates	Hominidae	Homo_sapiens	fixed	52689	0.9614	3511	15.0068	16566	-	-	41.75	-	5	20	0.4 (0.1,1.1)	0.2 (0.0,0.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)
sample_24	339386	263265	243542	146	0.001488	7.13	f	59	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	1507	0.002581	5.52	f	174	Artiodactyla	Bovidae	Bos_indicus	best	79	0.454	11	7.1818	2166	9	1813	0.1	-	1	1	0.0 (0.0,97.5)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	152	0.0009019	3.28	f	33	Primates	Lepilemuridae	Lepilemur_leucopus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	1677	0.003178	4.81	f	189	Primates	Cercopithecidae	Macaca_arctoides	best	1	0.0052	1	1	172	1	172	0.01	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	176	0.001235	2.32	f	28	Primates	Pitheciidae	Cacajao_melanocephalus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	181	0.002587	22.5	f	570	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	186	0.001184	4	f	66	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	198	0.002646	95.2	f	1074	Carnivora	Viverridae	Genetta_servalina	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	211	0.0009219	5.83	f	107	Rodentia	Echimyidae	Proechimys_goeldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	263	0.00284	3.49	f	62	Carnivora	Ursidae	Ursus_thibetanus_mupinensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	317	0.0009011	67.2	f	1369	Eulipotyphla	Soricidae	Sorex_gracillimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	328	0.003624	5.78	f	194	Carnivora	Phocidae	Hydrurga_leptonyx	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	330	0.001028	6.8	f	11	Chiroptera	Pteropodidae	Rousettus_madagascariensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	333	0.001656	3.18	f	67	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	376	0.003171	70.1	f	3444	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	10	0.0029	10	1	114	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	443	0.0009671	3.4	f	59	Chiroptera	Vespertilionidae	Myotis_brandtii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	470	0.0007928	2.64	f	69	Rodentia	Cricetidae	Microtus_ochrogaster	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	508	0.001329	4.12	f	300	Chiroptera	Phyllostomidae	Artibeus_hartii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	516	0.002338	7.89	f	628	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	537	0.0005664	4.27	f	33	Rodentia	Muridae	Rattus_norvegicus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	597	0.00894	3.95	f	63	Primates	Hylobatidae	Hylobates_agilis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	606	0.001083	2.52	f	33	Rodentia	Sciuridae	Tamias_umbrinus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	712	0.01535	8.29	f	154	Artiodactyla	Suidae	Sus_scrofa	fixed	111	0.7207	9	12.3333	1721	-	-	0.1	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_24	339386	263265	243542	964	0.003658	59.8	f	6278	Carnivora	Mustelidae	Mustela_kathiah	best	6	0.0009	5	1.2	86	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_25	82497	66020	32586	142	0.001198	230	f	3349	Dasyuromorphia	Dasyuridae	Phascolosorex_doriae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_25	82497	66020	32586	229	0.000869	131	f	3508	Carnivora	Mustelidae	Mustela_erminea	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_25	82497	66020	32586	2340	0.03287	42.4	f	873	Primates	Hominidae	Homo_sapiens	fixed	835	0.9564	20	41.75	2936	-	-	18.01	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)
