sample_id	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)
negative_sample_gr1	27216	25499	25424	1045	0.01468	102	f	1072	Primates	Hominidae	Homo_sapiens	fixed	1061	0.9897	8	132.625	1436	-	-	100	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)
negative_sample_gr1	27216	25499	25424	140	0.0005313	22.9	f	235	Carnivora	Mustelidae	Ictonyx_striatus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
negative_sample_gr2	9410	7485	4285	290	0.004074	5.19	f	21	Primates	Hominidae	Homo_sapiens	fixed	19	0.9047	3	6.3333	442	-	-	100	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
negative_sample_gr3	83	55	11	-	-	-	f	-	-	-	-	best	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
negative_sample_gr4	20432	14945	14686	334	0.004692	181	f	637	Primates	Hominidae	Homo_sapiens	fixed	636	0.9984	3	212	551	-	-	100	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	10387	0.1459	4.74	f	473	Primates	Hominidae	Homo_sapiens	fixed	455	0.9619	409	1.1124	15658	-	-	0.39	-	2	4	2.2 (0.3,7.8)	0.0 (0.0,3.3)	N/A (N/A,N/A)	0.0 (0.0,84.2)
sample_1	247471	222964	222800	1154	0.004379	4.2	f	599	Carnivora	Mustelidae	Mustela_kathiah	best	1	0.0016	1	1	56	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	136	0.002651	2.65	f	29	Carnivora	Eupleridae	Cryptoprocta_ferox	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	140	0.001427	3.77	f	26	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	140	0.002001	3.65	f	78	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	147	0.0007422	1.62	f	3	Primates	Cheirogaleidae	Microcebus_griseorufus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	159	0.002371	2.29	f	10	Carnivora	Otariidae	Arctocephalus_townsendi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	16824	0.1329	637	f	119613	Carnivora	Canidae	Canis_lupus_familiaris	fixed	116914	0.9774	103504	1.1295	16727	-	-	99.58	-	192	557	0.5 (0.4,0.6)	0.3 (0.2,0.4)	0.0 (0.0,19.5)	0.0 (0.0,12.8)
sample_1	247471	222964	222800	172	0.004561	8.49	f	10	Carnivora	Procyonidae	Nasua_nasua	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	186	0.0008126	2.9	f	17	Rodentia	Echimyidae	Proechimys_gardneri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	203	0.00092	1.68	f	32	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	218	0.001388	1.6	f	3	Eulipotyphla	Talpidae	Uropsilus_investigator	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	222	0.001123	1.64	f	6	Artiodactyla	Cervidae	Mazama_nemorivaga	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	234	0.001974	7.35	f	425	Dasyuromorphia	Dasyuridae	Antechinus_arktos	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	239	0.003075	2.46	f	24	Carnivora	Herpestidae	Bdeogale_nigripes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	294	0.006339	1.84	f	29	Artiodactyla	Suidae	Sus_scrofa	fixed	5	0.1724	5	1	534	-	-	-	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	334	0.0006329	1.5	f	11	Primates	Cercopithecidae	Trachypithecus_cristatus	best	1	0.0909	1	1	167	1	167	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	337	0.00105	1.91	f	11	Chiroptera	Pteropodidae	Rousettus_lanosus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	355	0.001009	6.85	f	428	Eulipotyphla	Soricidae	Crocidura_fuliginosa	best	1	0.0023	1	1	122	1	122	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	355	0.004743	2.87	f	51	Carnivora	Viverridae	Prionodon_pardicolor	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	423	0.0007135	2.5	f	39	Rodentia	Cricetidae	Microtus_kikuchii	best	1	0.0256	1	1	124	1	124	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	449	0.004961	2.59	f	49	Carnivora	Phocidae	Phoca_fasciata	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	463	0.001011	3.87	f	70	Chiroptera	Vespertilionidae	Myotis_horsfieldii	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	480	0.005182	6.06	f	147	Carnivora	Ursidae	Ursus_americanus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	525	0.002611	2.32	f	48	Carnivora	Felidae	Felis_catus	fixed	1	0.0208	1	1	149	-	-	-	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	557	0.001457	1.97	f	36	Chiroptera	Phyllostomidae	Anoura_geoffroyi	best	2	0.0555	2	1	179	2	179	-	-	1	1	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	590	0.0006223	2.04	f	30	Rodentia	Muridae	Mus_musculus_castaneus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	596	0.001065	9.11	f	18	Rodentia	Sciuridae	Callosciurus_notatus	best	2	0.1111	2	1	164	2	164	-	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_1	247471	222964	222800	714	0.001223	3.1	f	97	Artiodactyla	Bovidae	Cephalophus_silvicultor	best	7	0.0721	7	1	410	7	410	-	-	0	1	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	140	0.0006345	6.59	f	78	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	14170	0.112	493	f	91575	Carnivora	Canidae	Canis_lupus_familiaris	fixed	88674	0.9683	3682	24.0831	16678	-	-	95.19	-	15	37	1.5 (0.8,2.7)	0.5 (0.1,1.2)	0.0 (0.0,97.5)	0.0 (0.0,60.2)
sample_10	268548	251742	251031	147	0.001891	5.64	f	59	Carnivora	Herpestidae	Bdeogale_nigripes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	149	0.00213	22	f	417	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	160	0.0006991	11.1	f	67	Rodentia	Echimyidae	Proechimys_guairae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	174	0.002594	2.01	f	16	Carnivora	Otariidae	Zalophus_wollebaeki	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	175	0.0008852	1.94	f	3	Artiodactyla	Cervidae	Cervus_nippon_centralis	best	1	0.3333	1	1	166	1	166	0.02	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	175	0.001114	3.69	f	16	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	213	0.0006634	6.16	f	36	Chiroptera	Pteropodidae	Cynopterus_brachyotis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	217	0.002899	71.7	f	547	Carnivora	Viverridae	Prionodon_pardicolor	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	242	0.005218	35.1	f	151	Artiodactyla	Suidae	Sus_scrofa	fixed	114	0.7549	3	38	577	-	-	0.07	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	248	0.000705	104	f	1802	Eulipotyphla	Soricidae	Sorex_gracillimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	271	0.002286	74.7	f	2294	Dasyuromorphia	Dasyuridae	Phascolosorex_doriae	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	277	0.0005249	4.03	f	31	Primates	Cercopithecidae	Macaca_silenus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	288	0.0004858	11.5	f	220	Rodentia	Cricetidae	Microtus_ochrogaster	best	1	0.0045	1	1	163	1	163	0.02	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	293	0.003238	8.85	f	156	Carnivora	Phocidae	Pusa_caspica	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	335	0.001666	10.2	f	246	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	350	0.0009158	4.82	f	330	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	1	0.003	1	1	163	1	163	0.02	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	378	0.004081	6.63	f	192	Carnivora	Ursidae	Ursus_americanus	best	1	0.0052	1	1	150	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	394	0.0004156	7.31	f	99	Rodentia	Muridae	Rattus_norvegicus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	416	0.0009082	8.03	f	289	Chiroptera	Vespertilionidae	Myotis_formosus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	458	0.0007844	4.3	f	82	Artiodactyla	Bovidae	Budorcas_taxicolor	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	458	0.0008186	4.15	f	26	Rodentia	Sciuridae	Sundasciurus_brookei	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	855	0.003244	54.9	f	3819	Carnivora	Mustelidae	Mustela_kathiah	best	3	0.0007	2	1.5	45	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_10	268548	251742	251031	9651	0.1356	48.7	f	4752	Primates	Hominidae	Homo_sapiens	fixed	4643	0.977	180	25.7944	14640	-	-	4.65	-	0	0	0.0 (0.0,11.2)	0.0 (0.0,6.8)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	1005	0.003814	44.3	f	4226	Carnivora	Mustelidae	Mustela_kathiah	best	50	0.0118	3	16.6666	66	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	11890	0.167	232	f	25067	Primates	Hominidae	Homo_sapiens	fixed	24488	0.9769	425	57.6188	15890	-	-	22.63	-	1	3	1.0 (0.0,5.4)	0.0 (0.0,3.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)
sample_11	344392	299300	298482	12971	0.1025	479	f	71419	Carnivora	Canidae	Canis_lupus_familiaris	fixed	67485	0.9449	1333	50.6264	15793	-	-	70.97	-	2	9	0.7 (0.1,2.6)	0.0 (0.0,1.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)
sample_11	344392	299300	298482	132	0.0006665	4.75	f	19	Primates	Cheirogaleidae	Microcebus_murinus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	138	0.001506	53.1	f	802	Rodentia	Dipodidae	Dipus_sagitta	best	4	0.0049	4	1	69	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	140	0.001916	15	f	210	Rodentia	Anomaluridae	Anomalurus_derbianus	best	4	0.019	4	1	79	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	147	0.0007435	2.37	f	16	Artiodactyla	Cervidae	Muntiacus_putaoensis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	155	0.0009867	4.99	f	33	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	164	0.00211	8.04	f	80	Carnivora	Herpestidae	Bdeogale_nigripes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	171	0.002444	28.5	f	570	Primates	Lemuridae	Eulemur_rubriventer	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	174	0.0007602	7.1	f	41	Rodentia	Echimyidae	Proechimys_goeldii	best	1	0.0243	1	1	134	1	134	0.05	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	183	0.00274	3.22	f	5	Primates	Hylobatidae	Hylobates_pileatus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	230	0.003073	43	f	610	Carnivora	Viverridae	Prionodon_pardicolor	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	262	0.001187	8.97	f	225	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	276	0.00298	6.2	f	92	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	285	0.003149	20.4	f	356	Carnivora	Phocidae	Phoca_fasciata	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	312	0.0008869	87.1	f	1374	Eulipotyphla	Soricidae	Sorex_gracillimus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	324	0.002733	56.8	f	2181	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	4	0.0018	4	1	95	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	349	0.001087	20.8	f	137	Chiroptera	Pteropodidae	Scotonycteris_zenkeri	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	358	0.0006039	7.18	f	148	Rodentia	Cricetidae	Microtus_fortis_fortis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	386	0.0008427	8.23	f	81	Chiroptera	Vespertilionidae	Myotis_macrodactylus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	394	0.001959	8.46	f	127	Carnivora	Felidae	Felis_catus	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	397	0.0004187	6.65	f	132	Rodentia	Muridae	Rattus_norvegicus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	4452	0.09599	99	f	6803	Artiodactyla	Suidae	Sus_scrofa	fixed	6726	0.9886	118	57	9999	-	-	6.28	-	1	2	0.0 (0.0,17.6)	4.2 (0.1,21.1)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	499	0.0008918	4.27	f	72	Rodentia	Sciuridae	Tamias_sibiricus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	544	0.0009317	7.27	f	373	Artiodactyla	Bovidae	Cephalophus_jentinki	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	565	0.001478	4.33	f	189	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	1	0.0052	1	1	165	1	165	0.05	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_11	344392	299300	298482	639	0.001211	5.74	f	138	Primates	Cercopithecidae	Macaca_tonkeana	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	1154	0.004379	50.6	f	3993	Carnivora	Mustelidae	Mustela_kathiah	best	8	0.002	6	1.3333	285	4	224	0.13	-	0	0	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	134	0.001998	3.59	f	50	Carnivora	Otariidae	Arctocephalus_townsendi	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	143	0.002141	1.49	f	15	Primates	Hylobatidae	Hylobates_agilis	best	1	0.0666	1	1	111	1	111	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	155	0.00158	7.04	f	68	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1	0.0147	1	1	147	1	147	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	155	0.001994	6.54	f	58	Carnivora	Herpestidae	Herpestes_naso	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	15907	0.1257	812	f	150119	Carnivora	Canidae	Canis_lupus_familiaris	fixed	145316	0.968	2925	49.6806	16688	-	-	95.68	-	8	24	0.2 (0.0,1.0)	1.0 (0.4,2.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)
sample_12	415102	383257	382172	160	0.0008093	2.05	f	16	Artiodactyla	Cervidae	Muntiacus_feae	best	1	0.0625	1	1	166	1	166	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	170	0.00243	22.7	f	525	Primates	Lemuridae	Eulemur_rubriventer	best	3	0.0057	3	1	64	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	173	0.001027	5.28	f	94	Primates	Lepilemuridae	Lepilemur_septentrionalis	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	175	0.001114	2.93	f	16	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	210	0.005569	38.3	f	167	Carnivora	Procyonidae	Procyon_lotor	best	86	0.5149	1	86	142	1	142	0.03	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	235	0.001027	7.82	f	57	Rodentia	Echimyidae	Proechimys_quadruplicatus	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	240	0.001088	3.07	f	106	Primates	Cebidae	Leontopithecus_rosalia	best	0	0	0	0	0	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	240	0.005175	3.65	f	11	Artiodactyla	Suidae	Sus_scrofa	fixed	0	0	0	0	0	-	-	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	295	0.003942	48.2	f	643	Carnivora	Viverridae	Paguma_larvata	best	4	0.0062	4	1	113	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	314	0.0009779	4.53	f	18	Chiroptera	Pteropodidae	Rousettus_madagascariensis	best	1	0.0555	1	1	130	1	130	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
sample_12	415102	383257	382172	359	0.003028	64.1	f	2549	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	5	0.0019	5	1	98	0	0	-	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)
